Country	Area	Location	Month	Year	Time	Sex	Age	Type	Injury Categories	Species
PACIFIC OCEAN	unknown	unknown	May	1939	unknown	unknown	3	Sea Disaster	Lethal	unknown
BAHAMAS	Andros Islands	Blue Hole	Mar	1939	12h00	M	38	Provoked	Minor injury	Nurse shark, 2.1 m [7']
USA	Texas	West Bay, 19 miles from Galveston	Feb	1939	Morning	M	unknown	Provoked	Limbs bitten	18' shark
USA	Virginia	At sea, several hundred miles south east of Cape Henry, Virginia	Jan	1939	unknown	M	unknown	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	Morobe Province	Bulolol	Apr	1939	unknown	M	9	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	Central Province	Port Moresby	Mar	1939	unknown	M	unknown	Unprovoked	Lethal	"""a large shark"""
NEW ZEALAND	North Island	Matakana River Mouth	Feb	1939	unknown	M	unknown	Provoked	Lacerations	7' shark
AUSTRALIA	New South Wales	Clarence River	Jan	1939	unknown	M	Both 11	Unprovoked	Minor injury	7' shark
SRI LANKA	unknown	unknown	Dec	1939	unknown	F	unknown	Sea Disaster	Limbs bitten	unknown
BAHAMAS	Andros Islands	Middle Bight	Dec	1939	unknown	unknown	unknown	Boat	Minor injury	Tiger shark
VENEZUELA	Carabobo	El Falito, near Puerto Cabello	Sep	1939	unknown	M	unknown	Unprovoked	Lethal	unknown
CURACAO	Ascension Bay	unknown	Sep	1939	unknown	M	unknown	Unprovoked	Minor injury	Tiger shark
PAPUA NEW GUINEA	Abau Sub District, Central Province	Aroma Passage	Sep	1939	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	North Beach, Belligen River	Sep	1938	unknown	M	19	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Between Wynnum & St. Helena Island	Jul	1938	Afternoon	M	18	Provoked	Lacerations	Tiger shark, 6'
CHINA	North China	Outer harbor, Hong Kong	Jun	1938	unknown	M	unknown	Unprovoked	Lethal	unknown
USA	California	Near Encino, Los Angeles County	May	1938	unknown	M	unknown	Provoked	Lacerations	unknown
USA	South Carolina	Charleston	May	1938	unknown	M	unknown	Unprovoked	Lacerations	unknown
TURKEY	unknown	unknown	Apr	1938	unknown	M	unknown	Provoked	Minor injury	unknown
USA	California	Dana Point, Orange County	Mar	1938	unknown	M	27	Provoked	Limbs bitten	unknown
AUSTRALIA	Torres Strait	Off Bathurst Island	Mar	1938	unknown	M	25	Unprovoked	Lethal	unknown
NICARAGUA	Lower San Juan River	unknown	Mar	1938	unknown	unknown	unknown	Unprovoked	Lethal	Thought to involve bull sharks
AUSTRALIA	New South Wales	Manly	Feb	1938	unknown	M	unknown	Unprovoked	Minor injury	6' shark
COSTA RICA	Nicoya Peninsula	unknown	Jan	1938	unknown	M	unknown	Unprovoked	Lethal	unknown
IRAQ	Basrah City	Ashar Canal, where people wash clothes & kitchen pans	Jan	1938	Afternoon	M	9 or 10	Unprovoked	Severe	Bull shark
INDIA	West Bengal	Hooghley River near Budge-Budge	Jan	1938	unknown	unknown	unknown	Unprovoked	Lethal	unknown
FIJI	Viti Levu	Singatoka River	Jan	1938	unknown	M	unknown	Unprovoked	No details	unknown
AUSTRALIA	Northern Territory	Liverpool River	Dec	1938	unknown	M	unknown	Unprovoked	Severe	unknown
AUSTRALIA	New South Wales	Tweed Heads	Nov	1938	unknown	M	unknown	Provoked	Limbs bitten	 Tiger shark, 3'
SOUTH AFRICA	KwaZulu-Natal	Vetch’s Pier, Durban	Nov	1938	unknown	M	13	Provoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Lady Martin’s Beach, Sydney Harbor	Nov	1938	Afternoon	M	24	Unprovoked	Lacerations	Questionable incident
AUSTRALIA	New South Wales	Cronulla	Oct	1938	unknown	M	unknown	Unprovoked	Minor injury	unknown
EGYPT	unknown	Mersa Matruh	Oct	1938	unknown	M	unknown	Unprovoked	Lethal	unknown
TRINIDAD & TOBAGO	Trinidad	Manzanilla Bay, St. Andrew County	Sep	1938	unknown	M	50	Unprovoked	Limbs bitten	"""grey-colored shark"""
USA	North Carolina	On one of the sounds near Wilmington	Aug	1938	unknown	M	unknown	Provoked	Minor injury	unknown
AUSTRALIA	Torres Strait	unknown	Aug	1938	unknown	M	17	Unprovoked	Severe	unknown
SOUTH AFRICA	KwaZulu-Natal	Bilanhlolo River Mouth, Ramsgate	Nov	1938	unknown	M	unknown	Unprovoked	No details	unknown
USA	North Carolina	Off Cape Hatteraa	Aug	1937	unknown	M	unknown	Sea Disaster	Lethal	unknown
AUSTRALIA	Torres Strait 	Ota Reef	Nov	1937	unknown	M	17	Unprovoked	Lethal	12' shark
SOLOMON ISLANDS	unknown	unknown	Nov	1937	unknown	M	unknown	Sea Disaster	Lethal	unknown
AUSTRALIA	Queensland 	Kirra Beach, Coolangatta	Jul	1937	17h30	M	25	Unprovoked	Lethal	Tiger shark
AUSTRALIA	Queensland	Kirra Beach, Coolangatta	Jun	1937	17h30	M	18	Unprovoked	Lethal	"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
AUSTRALIA	New South Wales	Byron Bay 	Jun	1937	unknown	M	16	Unprovoked	No details	2.4 m [8'] shark
AUSTRALIA	New South Wales	Byron Bay 	Mar	1937	unknown	M	unknown	Unprovoked	Minor injury	2.6 m [8.5'] shark
CROATIA	 Split-Dalmatia County	Bisk	Jan	1937	unknown	M	unknown	Provoked	Minor injury	unknown
SCOTLAND	Argyllshire	Arran	Feb	1937	unknown	unknown	unknown	Boat	Minor injury	Basking shark
SCOTLAND	Arran	Fallen Rocks	Jan	1937	unknown	unknown	unknown	Boat	Minor injury	Basking shark
SCOTLAND	Argyll	Carradale Bay, Kintyre Peninsula	Jan	1937	unknown	M	unknown	Unprovoked	No details	Basking shark
AUSTRALIA	Torres Strait	Mabuiag Island, between New Guinea & Australia	Aug	1937	11h00	M	38	Unprovoked	Limbs bitten	Tiger shark, 9' to 10' 
PANAMA	Colon Province	Limon Bay	Aug	1937	unknown	M	21	Unprovoked	Lethal	unknown
AUSTRALIA	Northern Territory	Elcho Island	Dec	1937	unknown	M	unknown	Unprovoked	Lethal	unknown
GREECE	unknown	Salonika?	Nov	1937	unknown	unknown	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Wallamba River, near entrance to Wallis Lake	Sep	1937	unknown	M	unknown	Provoked	Limbs bitten	Whaler shark, 4 m [13'] 
USA	Texas	Galveston	Aug	1937	Night	M	14	Unprovoked	Lethal	unknown
USA	Texas	Galveston	May	1937	unknown	M	unknown	Provoked	Minor injury	4' shark
AUSTRALIA	Queensland	Ross River, Townsville	Apr	1937	Night	M	33	Unprovoked	Lethal	2 days later a 600-lb shark was caught 100 yards from the site
AUSTRALIA	New South Wales	Bar Beach, Newcastle	Jan	1937	15h20	M	32	Unprovoked	Lethal	White shark
AUSTRALIA	New South Wales	Kempsey	Jan	1937	unknown	unknown	unknown	Unprovoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	 Botany Bay 	Feb	1937	03h00	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	Queensland	Moreton Island	Feb	1937	unknown	M	20	Provoked	Limbs bitten	"3' ""blue nosed"" shark"
AUSTRALIA	New South Wales	Lake Conjola, near Milton	Nov	1937	unknown	M	18	Provoked	Limbs bitten	Grey nurse shark, 8'
AUSTRALIA	Torres Strait	unknown	Sep	1937	unknown	M	unknown	Unprovoked	No details	unknown
USA	Hawaii	Honokohau, Maui	Mar	1936	unknown	M	unknown	Unprovoked	Lacerations	6 m [20']  shark
AUSTRALIA	Queensland	Brisbane River	Dec	1936	unknown	unknown	unknown	Boat	Minor injury	3 m [10'] shark
AUSTRALIA	New South Wales	Newcastle Harbor	Dec	1936	unknown	unknown	unknown	Provoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Throsby Creek, Newcastle	Nov	1936	11h30	M	15	Unprovoked	Lethal	unknown
AUSTRALIA	Victoria	Mordialloc	Sep	1936	unknown	M	50	Boat	Lethal	Thought to involve a 12' white shark
AUSTRALIA	Torres Strait	Near Thursday Island	Sep	1936	unknown	M	unknown	Provoked	Limbs bitten	0.9 m [3']  shark
USA	Hawaii	Lahaina, Maui	Sep	1936	unknown	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Torres Strait	Near Mabuiag Island	Jul	1936	unknown	M	unknown	Unprovoked	Limbs bitten	Large tiger shark seen in the vicinity the following morning
CANADA	Newfoundland	Georges Bank	Jul	1936	unknown	unknown	unknown	Provoked	Minor injury	Shovelnose shark, 6 m [20'] 
AUSTRALIA	Torres Strait	Bathurst Island	Jun	1936	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	North Carolina	Pamlico Sound off Frisco, Dare County	May	1936	unknown	M	13	Boat	Minor injury	unknown
USA	Massachusetts	Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay	May	1936	15h30	M	16	Unprovoked	Lethal	White shark (identified by Dr. Hugh Smith) 
USA	New Jersey	Long Branch, Monmouth County (offshore)	Jul	1936	15h00	unknown	unknown	Boat	Minor injury	Blue shark, 8' [2.4 m], 500-lb 
AUSTRALIA	Torres Strait	Off Nepean Island	Dec	1936	unknown	M	unknown	Unprovoked	No details	unknown
SOUTH AFRICA	Western Cape Province	Cape Point	Dec	1936	unknown	unknown	unknown	Boat	No details	unknown
AUSTRALIA	Torres Strait	Nepean Island	Dec	1936	unknown	M	16	Unprovoked	Lethal	Tiger shark, 2.4 m [8']
USA	Florida	Boca Ciega Bay, Pinellas County	Nov	1936	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Arlington Reef near Cairns	Nov	1936	10h00	M	16	Unprovoked	Limbs bitten	Tiger shark, 4.6 m [15'] 
AUSTRALIA	Queensland	Arlington Reef near Cairns	Nov	1936	unknown	unknown	unknown	Unprovoked	Severe	unknown
USA	Florida	Miami, Miami-Date County	Oct	1936	unknown	M	unknown	Provoked	Minor injury	650-lb shark
AUSTRALIA	Torres Strait	Near Shelburne Bay, Queenland	Aug	1936	unknown	M	unknown	Unprovoked	No details	unknown
AUSTRALIA	Queensland	Near Forbes Island, Barrier Reef	Jul	1936	unknown	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Northern Territory	Between Cape Hotham & Darwin (50 miles from Darwin)	Jul	1936	unknown	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	New South Wales	Angourie, near Yamba	Jul	1936	unknown	F	young	Provoked	Limbs bitten	unknown
AUSTRALIA	Queensland	Brisbane River	Jul	1936	unknown	M	unknown	Unprovoked	Minor injury	10' shark
AUSTRALIA	New South Wales	South Steyne, Manly	Jul	1936	15h00	M	14	Unprovoked	Lethal	White shark
AUSTRALIA	South Australia	West Beach, near Adelaide	Jul	1936	18h00	M	13	Unprovoked	Lethal	White shark
AUSTRALIA	New South Wales	North Bondi	Jul	1936	unknown	M	unknown	Provoked	Minor injury	2.3 m [7'] shark
AUSTRALIA	Victoria 	Port Phillip Bay, Port Melbourne	Jul	1936	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Victoria	150 yards from the pier at Lorne	Jul	1935	unknown	unknown	unknown	Provoked	No details	4.3 m [14'] shark
AUSTRALIA	Torres Strait	Barrier Reef near Innisfail	Jun	1935	unknown	M	20	Unprovoked	Lacerations	unknown
USA	North Carolina	Brown’s Inlet on New River, Onslow Beach	Jun	1935	20h30	M	38	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	Central Province	Hula	Jun	1935	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	At Flat Top, near Mackay	Apr	1935	Night	M	38	Unprovoked	Lethal	3.7 m [12'] shark
AUSTRALIA	Torres Strait	Near Warrior Reefs, Queensland	Mar	1935	unknown	M	unknown	Unprovoked	Lethal	unknown
PANAMA	unknown	off Culebra	Nov	1935	unknown	M	14	Unprovoked	Lethal	unknown
CROATIA	Adriatic Sea	Susak / Fiume (Rijeka, Istria)	Aug	1935	15h00	F	22	Unprovoked	Lethal	unknown
USA	New Jersey	50 miles offshore	Jul	1935	unknown	M	31	Unprovoked	Lacerations	4.6 m [15'] shark
SOLOMON ISLANDS	Makira-Uluwa Province	Makira Island	Jul	1935	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	South Australia	Off Port Broughton	Mar	1935	unknown	unknown	unknown	Boat	Minor injury	unknown
PAPUA NEW GUINEA	Northern (Oro) Province	Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)	Feb	1935	unknown	unknown	unknown	Unprovoked	No details	unknown
SOUTH AFRICA	KwaZulu-Natal	North Pier, Durban	Jan	1935	unknown	M	unknown	Provoked	Limbs bitten	White shark, 246-kg 
AUSTRALIA	Torres Strait	On edge of reef near Warrior Island	Dec	1935	unknown	M	unknown	Unprovoked	Lacerations	1.8 m [6'] shark
unknown	unknown	unknown	Sep	1935	unknown	F	unknown	Unprovoked	Lacerations	unknown
USA	California	Hermosa Beach, Los Angeles County	Sep	1935	unknown	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Barrier Reef off Mackay	Jul	1935	Afternoon	M	unknown	Unprovoked	Minor injury	unknown
SOUTH AFRICA	KwaZulu-Natal	North Pier, Durban	Jul	1935	unknown	M	unknown	Provoked	Minor injury	unknown
AUSTRALIA	Torres Strait	Three Mile Reef off Lizard Island 50 miles north of Cooktown	Jul	1935	unknown	M	unknown	Unprovoked	Lacerations	Tiger shark 3 m  [10'] 
AUSTRALIA	Queensland	Pimpana River	Jun	1935	unknown	M	38	Provoked	Limbs bitten	"""Blue nose shark"""
AUSTRALIA	New South Wales	Newcastle	Jun	1935	unknown	M	unknown	Unprovoked	Minor injury	unknown
AUSTRALIA	New South Wales	Maroubra Beach	May	1935	12h30	M	27	Unprovoked	Lethal	White shark, 4 m [13'] 
AUSTRALIA	New South Wales	North Narrabeen Beach	May	1935	17h30	M	22	Unprovoked	Lethal	White shark, 3.5 m to 4 m [11.5' to 13'] 
AUSTRALIA	New South Wales	Austinmer	Mar	1935	17h30	M	20	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	Off Ben Buckler, near Sydney	Feb	1935	unknown	M	unknown	Unprovoked	Lacerations	Tiger shark, 12' 
AUSTRALIA	Queensland	Ross River, Townsville	Feb	1935	unknown	unknown	unknown	Boat	Minor injury	2 sharks
AUSTRALIA	New South Wales	George’s River at Kentucky	Dec	1934	20h15	F	13	Unprovoked	Severe	Tiger shark, 1.5 m [5'] 
AUSTRALIA	New South Wales	 St. George’s River at Moorebank, near Milperra Bridge	Nov	1934	16h30	M	19	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Woy Woy  on the Brisbane Waters	Nov	1934	13h00	M	14	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Woy Woy on the Brisbane Waters	Sep	1934	13h00	M	12	Unprovoked	Minor injury	unknown
AUSTRALIA	Northern Territory	Redcliff, Cobourg Peninsula	Sep	1934	unknown	F	38	Unprovoked	Lethal	unknown
BERMUDA	Hamilton	Hamilton Parish	Jul	1934	Night	M	unknown	Provoked	Limbs bitten	unknown
AUSTRALIA	Torres Strait	Warrior Reefs	May	1934	unknown	M	unknown	Unprovoked	Lethal	unknown
BERMUDA	Hamilton	Nine miles off Frasconi Flats	May	1934	unknown	M	unknown	Provoked	Limbs bitten	1.5 m [5'] shark
ITALY	Sicily	Catania	Mar	1934	unknown	M	unknown	Boat	Minor injury	White shark, 4 m [13'] 
AUSTRALIA	Queensland	Off Eva Island 20 miles from Cardwell	Aug	1934	unknown	M	unknown	Unprovoked	Lethal	unknown
CROATIA	Adriatic Sea	Susak (Rijeka, Istria)	Aug	1934	unknown	F	18	Unprovoked	Lethal	White shark
USA	Georgia	Thunderbolt, Chatham County	Aug	1934	unknown	M	11	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	Cronulla	Aug	1934	unknown	various	unknown	Boat	Minor injury	Blue pointer, 11' 
AUSTRALIA	New South Wales	Off Mooloolabah	Jul	1934	Night	M	unknown	Provoked	Limbs bitten	"A 6.5' ""blue-nosed shark"""
USA	Florida	Melbourne, Brevard County	Jul	1934	unknown	M	8	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Elephant Rock, Currumbin near Southport	Mar	1934	09h30	M	34	Unprovoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal	Granny’s Pool, Winkelspruit	Feb	1934	15h30	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Danger Pool, Winkelspruit	Feb	1934	12h00	M	12	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	North Steyne	Feb	1934	12h30	M	15	Unprovoked	Lethal	4.3 m [14'] shark seen in vicinity
AUSTRALIA	New South Wales	Dee Why, north of Queenscliff 	Jan	1934	15h00	M	17	Unprovoked	Lethal	4 m [13'] shark seen in vicinity
AUSTRALIA	New South Wales	Cronulla	Jan	1934	unknown	unknown	unknown	Provoked	Minor injury	Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley
AUSTRALIA	Torres Strait	Adolphus Channel	Jan	1934	12h00	M	unknown	Unprovoked	Lacerations	3.4 m [11']  tiger shark & a 5' shark
CHILE	Elqui Province	Coquimbo	Jan	1934	unknown	M	unknown	Unprovoked	Lethal	unknown
TURKEY	Istanbul	Haydarpasa jetty, Istanbul	Feb	1934	unknown	M	unknown	Boat	Minor injury	unknown
AUSTRALIA	New South Wales	Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)	Oct	1934	unknown	M	15	Unprovoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Queenscliff	Oct	1934	15h30	M	22	Unprovoked	Lacerations	4.3 m [14'] shark seen in area previous week
AUSTRALIA	Torres Strait	Near Boydong Cay	Sep	1933	unknown	M	unknown	Unprovoked	Lethal	Tiger shark, 3.4 m [11'] 
AUSTRALIA	Queensland	Near Barrow Point	Sep	1933	unknown	M	17	Unprovoked	Minor injury	Tiger shark
AUSTRALIA	Queensland	Off Bloomfield River	Sep	1933	unknown	M	unknown	Unprovoked	Severe	unknown
ISRAEL	unknown	Nabi Rubin	Jul	1933	unknown	M	unknown	Boat	Limbs bitten	3 sharks
USA	California	Hermosa Beach, Los Angeles County	Jul	1933	unknown	M	unknown	Provoked	Lacerations	"Blue shark, 4.5 m [14'9""]"
USA	South Carolina	Pawley’s Island, north of Charleston	May	1933	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	Connecticut	Mystic River	May	1933	unknown	F	unknown	Unprovoked	Limbs bitten	unknown
USA	California	San Diego, San Diego County	May	1933	unknown	M	50	Unprovoked	No details	Tiger shark
AUSTRALIA	Western Australia	Broome	Apr	1933	unknown	M	unknown	Unprovoked	Minor injury	unknown
USA	South Carolina	North end of Morris Island at mouth of Charleston Harbor	Mar	1933	unknown	M	15	Unprovoked	Limbs bitten	Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident
USA	South Carolina	Folly Island, near Charleston	Jan	1933	unknown	F	unknown	Unprovoked	Limbs bitten	unknown
BARBADOS	St Michael Parish	Off Pelican Island	May	1933	unknown	unknown	unknown	Sea Disaster	No details	unknown
AUSTRALIA	Queensland	Off Stradbroke Island	Dec	1933	unknown	M	unknown	Provoked	Lacerations	7' to 8' shark
AUSTRALIA	Queensland	Currumbin	Nov	1933	unknown	M	unknown	Unprovoked	Lacerations	unknown
CUBA	Havana Province	Off Jaimanitas Yacht Club, Havana	Nov	1933	unknown	M	unknown	Sea Disaster	Lethal	unknown
USA	Florida	Miami Beach, Miami-Dade County	Jun	1933	unknown	M	24	Unprovoked	Lethal	Possibly a bull shark or tiger shark
AUSTRALIA	New South Wales	Sydney	Jun	1933	unknown	M	unknown	Unprovoked	Minor injury	10' shark
AUSTRALIA	Torres Strait	Barrow Point, 100 miles north of Cooktown, Queensland	Mar	1933	unknown	M	unknown	Unprovoked	Minor injury	4.4 m [14'] shark
AUSTRALIA	South Australia	Adelaide	Mar	1933	unknown	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	South Australia	Port River, Adelaide	Feb	1933	unknown	M	unknown	Provoked	Minor injury	Blue shark
AUSTRALIA	Queensland	Strand Beach, Kissing Point, Townsville	Jan	1933	17h30	M	38	Unprovoked	Lethal	unknown
AUSTRALIA	Northern Territory	Arnhem Land	Dec	1932	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
NEW ZEALAND	North Island	Mahurangi River Mouth	Nov	1932	unknown	M	unknown	Provoked	Lacerations	unknown
CUBA	unknown	unknown	Dec	1932	unknown	unknown	unknown	Sea Disaster	No details	unknown
AUSTRALIA	New South Wales	Redhead Beach, Newcastle	Dec	1932	11h00	M	24	Unprovoked	Limbs bitten	Thought to involve a mako or grey nurse shark
CAPE VERDE	Barlavento Islands	São Vicente 	Nov	1932	unknown	M	27	Unprovoked	Lethal	unknown
FIJI	Viti Levu Island	Navua	Sep	1932	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Bondi	Aug	1932	unknown	M	unknown	Provoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Newcastle	Jul	1932	unknown	M	unknown	Provoked	Limbs bitten	unknown
USA	New Jersey	Offshore, between Mantoloking & Point Pleasant, Ocean County	Jul	1932	unknown	M	unknown	Provoked	Lacerations	16' 800-lb shark
AUSTRALIA	Torres Strait	unknown	Jun	1932	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
BAHAMAS	New Providence Island	Nassau	Jun	1932	unknown	M	18	Provoked	Minor injury	unknown
CANADA	Bay of Fundy	16 km west of Digby Gut	Apr	1932	unknown	M	unknown	Boat	Minor injury	Teeth in hull identified as those from a white shark 4.6 m [15'] in length
USA	New Jersey	10 miles offshore from Sea Isle City, Cape May County	Apr	1932	unknown	M	32	Provoked	Limbs bitten	"250-lb ""dog shark"""
USA	New Jersey	Off Ocean City, Cape May County	Mar	1932	unknown	M	unknown	Provoked	No details	unknown
FIJI	Yasawa Islands	Nabukeru 	Jun	1932	unknown	F	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Torres Strait	Near Warrior Reefs	Dec	1932	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Torres Strait	Thursday Island	Dec	1932	unknown	M	unknown	Unprovoked	Minor injury	unknown
PHILIPPINES	Manila	Fort Mills	Sep	1932	unknown	M	unknown	Unprovoked	Lethal	unknown
PHILIPPINES	Manila	Fort Mills	Sep	1932	unknown	F	unknown	Unprovoked	Lethal	unknown
USA	Hawaii	1 mile off Mala Wharf, Lahaina, Maui	Aug	1932	unknown	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Calliope River	Jul	1932	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
PHILIPPINES	Manila	Fort Mills	Jun	1932	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Ipswich	Jun	1932	Afternoon	M	unknown	Unprovoked	Limbs bitten	A small shark
AUSTRALIA	Victoria	Frankston	Jun	1932	unknown	unknown	unknown	Boat	No details	Grey nurse shark
MEXICO	Baja California	Descano Point	May	1932	unknown	M	36 & 23	Provoked	No details	unknown
SOUTH AFRICA	Eastern Cape Province	Kowie River Mouth, Port Alfred	Jan	1932	After dusk	M	23	Unprovoked	Lacerations	Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] 
AUSTRALIA	Torres Strait	Barrier Reef near Innisfail	Dec	1931	unknown	M	45	Unprovoked	Lacerations	4 m [13'] shark
JAMAICA	unknown	East Beach, Kingsston	Oct	1931	12h00	M	Teen	Unprovoked	Lethal	unknown
USA	Florida	Municipal Beach, West Palm Beach, Palm Beach County	Oct	1931	unknown	M	unknown	Unprovoked	Minor injury	unknown
USA	Florida	Municipal Beach, West Palm Beach, Palm Beach County	Oct	1931	unknown	F	20	Unprovoked	Lacerations	Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows
CUBA	Havana Province	Vedado Baths, Miramar, Havana	Oct	1931	FATAL  (Wire netting installed at local beaches after this incident.)	M	18	Unprovoked	Lethal	unknown
USA	New Jersey	1 mile ESE of Navesink, Monmouth County	Aug	1931	unknown	unknown	unknown	Boat	Minor injury	unknown
CUBA	Havana Province	Miramar subdivision, Havana	Aug	1931	unknown	M	23	Unprovoked	Lethal	unknown
CUBA	Havana Province	Miramar, Havana	Aug	1931	unknown	M	unknown	Unprovoked	Lethal	unknown
