case_number,date,year,country,sex,age,fatal,provoked,season
1971.10.14,14-Oct-71,1971,SOUTH AFRICA,M,25.0,0,0,Autnum
1971.10.02,02-Oct-71,1971,USA,M,30.0,0,0,Autnum
1971.09.25,25-Sep-71,1971,USA,,17.0,0,0,Summer
1971.09.07,07-Sep-71,1971,CROATIA,M,34.0,1,0,Summer
1971.09.05,05-Sep-71,1971,AUSTRALIA,M,51.0,1,0,Summer
1971.08.21,21-Aug-71,1971,AUSTRALIA,M,26.0,0,1,Summer
1971.07.26,26-Jul-71,1971,USA,M,8.0,0,0,Summer
1971.07.19,19-Jul-71,1971,USA,M,,0,0,Summer
1971.06.30,30-Jun-71,1971,SOUTH AFRICA,M,21.0,0,0,Spring
1971.06.01,01-Jun-71,1971,BRITISH ISLES,M,32.0,0,0,Spring
1971.04.16R,Reported 16-Apr-1971,1971,KENYA,M,16.0,0,0,Spring
1971.04.11,11-Apr-71,1971,SOUTH AFRICA,M,,1,0,Spring
1971.04.06,06-Apr-71,1971,MEXICO,M,19.0,1,0,Spring
1971.04.05.b,05-Apr-71,1971,VENEZUELA,M,14.0,1,0,Spring
1971.04.05.a,05-Apr-71,1971,VENEZUELA,M,66.0,1,0,Spring
1971.04.00,Late Apr-1971,1971,MOZAMBIQUE,,,1,0,Spring
1971.03.30,30-Mar-71,1971,NEW ZEALAND,M,16.0,0,0,Winter
1971.01.02,02-Jan-71,1971,AUSTRALIA,M,,0,0,Winter
1971.00.00.c,1971,1971,AUSTRALIA,M,15.0,0,0,
1971.00.00.b,1971,1971,IRAN,M,,0,0,
1971.00.00.a,1971,1971,IRAN,M,,0,0,
1970.12.17,17-Dec-70,1970,MOZAMBIQUE,M,18.0,1,0,Autnum
1970.12.13,13-Dec-70,1970,MOZAMBIQUE,M,,1,0,Autnum
1970.12.07,07-Dec-70,1970,MICRONESIA,M,,0,0,Autnum
1970.12.03,03-Dec-70,1970,USA,M,41.0,0,0,Autnum
1970.11.00,Nov-70,1970,,M,,0,0,Autnum
1970.10.24,24-Oct-70,1970,USA,M,,0,0,Autnum
1970.10.00,Oct-70,1970,USA,M,,0,0,Autnum
1970.09.28,28-Sep-70,1970,MICRONESIA,M,43.0,0,0,Summer
1970.09.13,13-Sep-70,1970,PALAU,M,20.0,0,1,Summer
1970.09.05,05-Sep-70,1970,USA,M,18.0,0,0,Summer
1970.09.02,02-Sep-70,1970,AUSTRALIA,M,20.0,0,1,Summer
1970.09.00.c,Sep-70,1970,USA,M,,0,0,Summer
1970.09.00.a,Sep-70,1970,USA,M,,0,0,Summer
1970.08.02,02-Aug-70,1970,,,,1,,Summer
1970.07.05,05-Jul-70,1970,,M,,0,0,Summer
1970.06.22,22-Jun-70,1970,USA,M,13.0,0,1,Spring
1970.06.15,15-Jun-70,1970,SOUTH AFRICA,M,25.0,0,1,Spring
1970.06.13.b,13-Jun-70,1970,GRENADA,M,16.0,1,0,Spring
1970.06.13.a,13-Jun-70,1970,GRENADA,M,18.0,1,0,Spring
1970.06.00,Jun-70,1970,PHILIPPINES,,,1,0,Spring
1970.04.04,04-Apr-70,1970,GRENADA,M,14.0,1,0,Spring
1970.04.00.b,Apr-70,1970,,M,,0,1,Spring
1970.04.00.a,Apr-70,1970,SOLOMON ISLANDS,M,,,0,Spring
1970.03.31,31-Mar-70,1970,USA,M,,1,,Winter
1970.03.23,23-Mar-70,1970,USA,M,19.0,0,0,Winter
1970.02.05,05-Feb-70,1970,,F,8.0,0,0,Winter
1970.01.23.d,23-Jan-70,1970,MOZAMBIQUE,M,14.0,0,0,Winter
1970.01.23.c,23-Jan-70,1970,MOZAMBIQUE,M,16.0,0,0,Winter
1970.01.23.b,23-Jan-70,1970,MOZAMBIQUE,M,12.0,0,0,Winter
1970.01.23.a,23-Jan-70,1970,MOZAMBIQUE,M,10.0,0,0,Winter
1970.01.16,    16-Jan-1970,1970,EGYPT,M,,1,0,Winter
1970.01.10,10-Jan-70,1970,MEXICO,M,22.0,0,0,Winter
1970.01.09.R,Reported 09-Jan-1970,1970,ENGLAND,M,,0,0,Winter
1970.01.00, Jan-1970,1970,PAPUA NEW GUINEA,M,15.0,0,0,Winter
1970.00.00.h,1970s,1970,SRI LANKA,M,,0,0,
1970.00.00.g,Late 1970s,1970,SPAIN,M,,0,0,
1970.00.00.f,Ca. 1970,1970,ITALY,M,,0,,
1970.00.00.e,1970,1970,CROATIA,M,,,0,
1970.00.00.d,1970s,1970,IRAQ,F,28.0,0,0,
1970.00.00.c,1970s,1970,IRAQ,F,25.0,0,0,
1970.00.00.b,1970s,1970,IRAQ,M,35.0,1,0,
1970.00.00.a,1970s,1970,IRAQ,M,35.0,0,0,
1969.11.30,30-Nov-69,1969,AUSTRALIA,M,15.0,0,0,Autnum
1969.11.11,11-Nov-69,1969,USA,M,,0,0,Autnum
1969.11.05,05-Nov-69,1969,AUSTRALIA,M,27.0,0,1,Autnum
1969.10.14,14-Oct-69,1969,USA,M,,0,0,Autnum
1969.09.06,06-Sep-69,1969,USA,M,53.0,0,0,Summer
1969.08.29,29-Aug-69,1969,USA,M,,0,0,Summer
1969.08.22,22-Aug-69,1969,USA,M,28.0,0,1,Summer
1969.08.02,02-Aug-69,1969,USA,M,15.0,0,0,Summer
1969.08.01,02-Aug-69,1969,USA,M,13.0,0,0,Summer
1969.08.00,Aug-69,1969,,M,25.0,0,0,Summer
1969.07.27,27-Jul-69,1969,ENGLAND,M,,0,1,Summer
1969.07.22,22-Jul-69,1969,USA,M,13.0,0,1,Summer
1969.07.20,20-Jul-69,1969,USA,M,,0,0,Summer
1969.06.27,27-Jun-69,1969,USA,M,22.0,,0,Spring
1969.06.12,12-Jun-69,1969,JAMAICA,M,27.0,0,0,Spring
1969.06.00,Jun-69,1969,USA,M,8.0,0,0,Spring
1969.05.25,25-May-69,1969,USA,M,,0,1,Spring
1969.05.24,24-May-69,1969,USA,M,23.0,0,1,Spring
1969.05.22,22-May-69,1969,DOMINICAN REPUBLIC,M,18.0,,0,Spring
1969.05.14,14-May-69,1969,AUSTRALIA,,,0,0,Spring
1969.04.22,22-Apr-69,1969,AUSTRALIA,M,,0,,Spring
1969.04.19,19-Aug-69,1969,USA,M,,0,1,Summer
1969.03.25,25-Mar-69,1969,AUSTRALIA,M,65.0,0,1,Winter
1969.03.09,09-Mar-69,1969,USA,M,16.0,0,0,Winter
1969.02.17.R,Reported 17-Feb-1969,1969,AUSTRALIA,M,49.0,0,1,Winter
1969.02.00,Feb-69,1969,AUSTRALIA,M,52.0,,,Winter
1969.01.27,27-Jan-69,1969,AUSTRALIA,M,21.0,0,0,Winter
1969.01.00,Jan-69,1969,AUSTRALIA,M,,0,0,Winter
1969.00.00,Winter 1969,1969,BAHAMAS,,,0,1,
1968.12.29,29-Dec-68,1968,SOUTH AFRICA,M,,0,,Autnum
1968.12.26,26-Dec-68,1968,AUSTRALIA,M,27.0,0,1,Autnum
1968.12.25,25-Dec-68,1968,NEW ZEALAND,M,17.0,0,0,Autnum
1968.12.09,09-Dec-68,1968,AUSTRALIA,M,,0,0,Autnum
1968.12.02,02-Dec-68,1968,SOUTH AFRICA,M,28.0,0,0,Autnum
1968.12.00,Dec-68,1968,SOUTH AFRICA,M,30.0,0,,Autnum
1968.11.06,06-Nov-68,1968,SOUTH AFRICA,M,22.0,0,,Autnum
1968.11.02,02-Nov-68,1968,AUSTRALIA,M,16.0,0,1,Autnum
1968.10.29,29-Oct-68,1968,BAHAMAS,M,,0,1,Autnum
1968.10.13,13-Oct-68,1968,USA,M,,0,0,Autnum
1968.10.10,10-Oct-68,1968,PHILIPPINES,,,0,0,Autnum
1968.09.22,22-Sep-68,1968,USA,,,,,Summer
1968.09.15,15-Sep-68,1968,NEW ZEALAND,M,24.0,1,0,Summer
1968.08.24,24-Aug-68,1968,USA,,,0,0,Summer
1968.08.21,21-Aug-68,1968,USA,M,15.0,0,0,Summer
1968.08.13,13-Aug-68,1968,FRENCH POLYNESIA,M,12.0,0,0,Summer
1968.08.11,11-Aug-68,1968,MALAYSIA,,41.0,0,0,Summer
1968.08.08,08-Aug-68,1968,COLUMBIA,M,18.0,0,0,Summer
1968.07.27,27-Jul-68,1968,USA,M,25.0,0,0,Summer
1968.07.23,23-Jul-68,1968,USA,M,33.0,0,0,Summer
1968.07.16,16-Jul-68,1968,USA,M,33.0,0,0,Summer
1968.07.10,10-Jul-68,1968,BAHAMAS,M,,1,0,Summer
1968.07.00,Jul-68,1968,MEXICO,M,43.0,0,,Summer
1968.06.25,25-Jun-68,1968,BAHAMAS,M,17.0,0,0,Spring
1968.06.09,09-Jun-68,1968,USA,M,17.0,0,0,Spring
1968.06.00,Jun-68,1968,ENGLAND,M,,0,0,Spring
1968.05.18,18-May-68,1968,TANZANIA,,,1,,Spring
1968.05.00,May-68,1968,PAPUA NEW GUINEA,M,17.0,0,0,Spring
1968.04.29,29-Apr-68,1968,USA,M,63.0,0,,Spring
1968.04.20,20-Apr-68,1968,USA,M,10.0,0,0,Spring
1968.04.15,15-Apr-68,1968,AUSTRALIA,M,21.0,0,0,Spring
1968.04.11.R,Reported 11-Apr-1968,1968,PAPUA NEW GUINEA,M,7.0,1,0,Spring
1968.04.07,07-Apr-68,1968,AUSTRALIA,M,47.0,0,1,Spring
1968.03.25,25-Mar-68,1968,SOUTH AFRICA,M,35.0,0,0,Winter
1968.03.10,10-Mar-68,1968,USA,M,20.0,0,0,Winter
1968.03.00,Mar-68,1968,USA,M,28.0,0,,Winter
1968.02.26,26-Feb-68,1968,USA,M,17.0,0,0,Winter
1968.02.20,20-Feb-68,1968,AUSTRALIA,F,14.0,0,0,Winter
1968.02.18,18-Feb-68,1968,NEW ZEALAND,F,,0,1,Winter
1968.02.04,04-Feb-68,1968,AUSTRALIA,M,26.0,0,0,Winter
1968.02.02,02-Feb-68,1968,AUSTRALIA,,,0,0,Winter
1968.02.00,Feb-68,1968,MOZAMBIQUE,,24.0,0,0,Winter
1968.01.17,17-Jan-68,1968,PAPUA NEW GUINEA,,13.0,1,0,Winter
1968.00.00.c,1968,1968,COSTA RICA,M,,1,0,
1968.00.00.b,1968,1968,USA,,,0,,
1968.00.00.a,1968,1968,USA,,,,,
1967.12.30,30-Dec-67,1967,SOUTH AFRICA,M,22.0,0,0,Autnum
1967.12.21.R,Reported 21-Dec-1967,1967,PAPUA NEW GUINEA,M,32.0,0,,Autnum
1967.12.18,18-Dec-67,1967,FIJI,M,27.0,0,0,Autnum
1967.12.17,17-Dec-67,1967,AUSTRALIA,M,59.0,1,0,Autnum
1967.12.14,14-Dec-67,1967,USA,M,,0,1,Autnum
1967.11.30.b,30-Nov-67,1967,AUSTRALIA,M,15.0,0,1,Autnum
1967.11.30.a,30-Nov-67,1967,AUSTRALIA,M,18.0,0,0,Autnum
1967.11.15,15-Nov-67,1967,FIJI,M,21.0,0,1,Autnum
1967.11.04,04-Nov-67,1967,PHILIPPINES,,,1,0,Autnum
1967.11.00,Nov-67,1967,SOUTH AFRICA,F,,1,,Autnum
1967.10.26.R,Reported 26-Oct-1967,1967,MEXICO,,,1,0,Autnum
1967.10.17,17-Oct-67,1967,USA,M,19.0,0,0,Autnum
1967.10.00,Oct-67,1967,TONGA,M,17.0,0,0,Autnum
1967.09.20,20-Sep-67,1967,USA,M,,1,,Summer
1967.09.13,13-Sep-67,1967,ITALY,M,21.0,,1,Summer
1967.09.07.b,07-Sep-67,1967,PAPUA NEW GUINEA,,,,1,Summer
1967.09.07.a,07-Sep-67,1967,USA,,,0,0,Summer
1967.09.06,06-Sep-67,1967,PAPUA NEW GUINEA,M,,1,0,Summer
1967.09.01,01-Sep-67,1967,PAPUA NEW GUINEA,M,23.0,1,0,Summer
1967.08.27,27-Aug-67,1967,USA,M,24.0,0,1,Summer
1967.08.26,26-Aug-67,1967,JAPAN,M,19.0,1,0,Summer
1967.08.25,25-Aug-67,1967,ITALY,M,,0,0,Summer
1967.08.19,19-Aug-67,1967,AUSTRALIA,M,23.0,1,0,Summer
1967.08.15,15-Aug-67,1967,BERMUDA,F,19.0,0,0,Summer
1967.08.14.R,Reported 14-Aug-1967,1967,COLUMBIA,M,,0,0,Summer
1967.08.10,10-Aug-67,1967,AUSTRALIA,M,,1,,Summer
1967.08.07,07-Aug-67,1967,USA,M,15.0,0,0,Summer
1967.08.00.b,Aug-67,1967,BAHAMAS,M,41.0,0,0,Summer
1967.08.00.a,Aug-67,1967,SENEGAL,M,,0,0,Summer
1967.07.29,29-Jul-67,1967,USA,M,20.0,0,0,Summer
1967.07.05,05-Jul-67,1967,TURKEY,M,36.0,1,0,Summer
1967.07.00,Jul-67,1967,USA,M,18.0,0,,Summer
1967.06.13,13-Jun-67,1967,USA,M,26.0,0,1,Spring
1967.06.00,Jun-67,1967,ITALY,M,,0,1,Spring
1967.05.13,13 or 30-May-1967,1967,AUSTRALIA,M,30.0,0,1,Spring
1967.05.09,09-May-67,1967,AUSTRALIA,M,22.0,0,1,Spring
1967.04.00,Apr-67,1967,UNITED KINGDOM,M,60.0,0,1,Spring
1967.03.20,20-Mar-67,1967,NEW ZEALAND,M,21.0,0,1,Winter
1967.03.19,19-Mar-67,1967,SOUTH AFRICA,M,32.0,0,0,Winter
1967.03.12,12-Mar-67,1967,AUSTRALIA,M,36.0,0,1,Winter
1967.03.10,10-Mar-67,1967,AUSTRALIA,,,1,,Winter
1967.03.09,09-Mar-67,1967,NEW ZEALAND,M,21.0,1,0,Winter
1967.03.01,01-Mar-67,1967,PAPUA NEW GUINEA,M,14.0,0,0,Winter
1967.02.06,06-Feb-67,1967,MEXICO,M,,1,0,Winter
1967.01.27,27-Jan-67,1967,SOUTH AFRICA,,,0,,Winter
1967.01.22,22-Jan-67,1967,SOUTH AFRICA,M,,0,1,Winter
1967.01.21,21-Jan-67,1967,MOZAMBIQUE,M,31.0,0,0,Winter
1967.01.06,06-Jan-67,1967,AUSTRALIA,M,15.0,0,1,Winter
1966.12.31,31-Dec-66,1966,AUSTRALIA,M,30.0,0,0,Autnum
1966.12.27.b,27-Dec-66,1966,AUSTRALIA,M,29.0,0,1,Autnum
1966.12.27.a,27-Dec-66,1966,AUSTRALIA,M,19.0,0,0,Autnum
1966.12.26,26-Dec-66,1966,SINGAPORE,M,39.0,0,0,Autnum
1966.12.26,26-Dec-66,1966,AUSTRALIA,M,29.0,0,0,Autnum
1966.11.14,14-Nov-66,1966,THAILAND,,28.0,,0,Autnum
1966.11.00,Early Nov-1966,1966,PAPUA NEW GUINEA,F,,1,0,Autnum
1966.10.30,30-Oct-66,1966,PAPUA NEW GUINEA,F,13.0,1,0,Autnum
1966.10.29,19-Oct-66,1966,PAPUA NEW GUINEA,F,8.0,1,0,Autnum
1966.09.27,27-Sep-66,1966,AUSTRALIA,M,32.0,0,0,Summer
1966.09.19,19-Sep-66,1966,USA,M,20.0,0,1,Summer
1966.09.18,18-Sep-66,1966,AUSTRALIA,M,,0,,Summer
1966.09.13,13-Sep-66,1966,AUSTRALIA,M,,,1,Summer
1966.09.10,10-Sep-66,1966,AUSTRALIA,M,43.0,0,0,Summer
1966.09.08.b,08-Sep-66,1966,USA,M,14.0,0,1,Summer
1966.09.00,Sep-66,1966,BAHAMAS,M,,0,,Summer
1966.08.28,28-Aug-66,1966,AUSTRALIA,M,,0,,Summer
1966.08.27.b,27-Aug-66,1966,SOUTH AFRICA,M,,0,,Summer
1966.08.27.a,27-Aug-66,1966,BAHAMAS,F,18.0,0,0,Summer
1966.08.21.b,23-Aug-66,1966,NEW BRITAIN,F,13.0,1,0,Summer
1966.08.21.a,23-Aug-66,1966,NEW BRITAIN,F,9.0,1,0,Summer
1966.08.16,16-Aug-66,1966,CROATIA,M,33.0,1,0,Summer
1966.08.14,14-Aug-66,1966,TAIWAN,M,,0,0,Summer
1966.08.13,13-Aug-66,1966,ITALY,M,21.0,0,0,Summer
1966.08.00.b,Mid Aug-1966,1966,USA,M,26.0,0,,Summer
1966.08.00.a,Aug-66,1966,USA,M,8.0,0,0,Summer
1966.07.31,31-Jul-66,1966,USA,M,16.0,0,0,Summer
1966.07.19,19-Jul-66,1966,USA,M,34.0,0,1,Summer
1966.07.17.b,17-Jul-66,1966,USA,M,14.0,0,0,Summer
1966.07.17.a,17-Jul-66,1966,TAIWAN,M,20.0,1,0,Summer
1966.07.14,14-Jul-66,1966,PAPUA NEW GUINEA,F,25.0,1,0,Summer
1966.07.03,03-Jul-66,1966,USA,M,46.0,0,,Summer
1966.07.02,02-Jul-66,1966,,,,0,,Summer
1966.06.22,22-Jun-66,1966,USA,M,15.0,0,1,Spring
1966.06.11,11-Jun-66,1966,USA,M,18.0,0,1,Spring
1966.06.04,04-Jun-66,1966,USA,M,18.0,0,0,Spring
1966.06.02,02-Jun-66,1966,FRENCH POLYNESIA,M,,0,1,Spring
1966.05.20.c,20-May-66,1966,AUSTRALIA,M,40.0,1,0,Spring
1966.05.20.b,20-May-66,1966,AUSTRALIA,M,,0,0,Spring
1966.05.20.a,20-May-66,1966,AUSTRALIA,M,38.0,1,0,Spring
1966.05.16.b,16-May-66,1966,USA,M,24.0,0,,Spring
1966.05.16.a,16-May-66,1966,PHILIPPINES,M,,1,0,Spring
1966.04.08,08-Apr-66,1966,USA,M,25.0,0,0,Spring
1966.04.00,Apr-66,1966,AUSTRALIA,M,,0,0,Spring
1966.03.20,20-Mar-66,1966,AUSTRALIA,,,0,1,Winter
1966.03.12,14-Mar-66,1966,SUDAN,M,,1,0,Winter
1966.02.27,27-Feb-66,1966,AUSTRALIA,M,13.0,0,0,Winter
1966.01.29,29-Jan-66,1966,SOUTH AFRICA,M,33.0,0,1,Winter
1966.01.25,25-Jan-66,1966,INDONESIA,,,1,0,Winter
1966.01.22,22-Jan-66,1966,USA,M,29.0,0,0,Winter
1966.01.15,15-Jan-66,1966,AUSTRALIA,M,30.0,0,0,Winter
1966.01.14,14-Jan-66,1966,COLUMBIA,,,1,0,Winter
1966.01.11,11-Jan-66,1966,SOUTH AFRICA,M,16.0,0,0,Winter
1966.01.10,10-Jan-66,1966,AUSTRALIA,M,43.0,0,0,Winter
1966.01.09,09-Jan-66,1966,SOUTH AFRICA,M,15.0,0,0,Winter
1966.01.08,08-Jan-66,1966,NEW ZEALAND,F,15.0,1,0,Winter
1966.01.05,05-Jan-66,1966,USA,M,35.0,0,0,Winter
1966.00.00,Summer of 1996,1966,USA,F,15.0,0,,
1965.12.28,28-Dec-65,1965,AUSTRALIA,M,40.0,0,0,Autnum
1965.12.19,19-Dec-65,1965,JOHNSTON ISLAND,M,,0,0,Autnum
1965.12.10,10-Dec-65,1965,AUSTRALIA,,,0,,Autnum
1965.11.21.b,21-Nov-65,1965,AUSTRALIA,M,43.0,1,1,Autnum
1965.11.21.a,21-Nov-65,1965,,M,44.0,0,0,Autnum
1965.11.03.b,03-Nov-65,1965,PANAMA,,,1,,Autnum
1965.11.03.a,03-Nov-65,1965,AUSTRALIA,M,24.0,0,0,Autnum
1965.10.21,21-Oct-65,1965,,M,39.0,0,0,Autnum
1965.10.16.b,16-Oct-65,1965,BAHAMAS,M,32.0,0,0,Autnum
1965.10.16.a,16-Oct-65,1965,BAHAMAS,F,,1,0,Autnum
1965.10.10,10-Oct-65,1965,NEW BRITAIN,M,15.0,1,0,Autnum
1965.10.00,Oct-65,1965,PAPUA NEW GUINEA,M,27.0,0,0,Autnum
1965.09.21,21-Sep-65,1965,PAPUA NEW GUINEA,M,,0,1,Summer
1965.09.12,12-Sep-65,1965,PAPUA NEW GUINEA,M,,0,1,Summer
1965.09.08,08-Sep-65,1965,MEXICO,M,23.0,0,0,Summer
1965.08.30,30-Aug-65,1965,PHILIPPINES,M,,1,,Summer
1965.08.26,26-Aug-65,1965,USA,M,15.0,0,0,Summer
1965.07.30,30-Jul-64,1965,BAHAMAS,M,,0,1,Summer
1965.07.26,26-Jul-65,1965,MEXICO,M,25.0,1,0,Summer
1965.07.02.R,Reported 02-Jul-1965,1965,BERMUDA,,,0,,Summer
1965.06.19,19-Jun-65,1965,USA,M,6.0,0,,Spring
1965.06.18,18-Jun-65,1965,USA,M,,0,,Spring
1965.06.09,09-Jun-65,1965,MEXICO,M,38.0,0,0,Spring
1965.06.00.b,Jun-65,1965,PAPUA NEW GUINEA,M,,0,0,Spring
1965.06.00,Jun-65,1965,,M,,1,0,Spring
1965.05.29,29-May-65,1965,MEXICO,M,,1,0,Spring
1965.05.28,28-May-65,1965,MEXICO,M,,1,0,Spring
1965.05.00.c,May-Jun-1965,1965,EGYPT,M,,0,0,Spring
1965.05.00.b,May-65,1965,JAMAICA,M,,0,0,Spring
1965.05.00.a,May-65,1965,MEXICO,M,35.0,0,0,Spring
1965.04.29,29-Apr-65,1965,USA,M,49.0,0,0,Spring
1965.04.25,25-Apr-65,1965,USA,M,19.0,1,,Spring
1965.04.10,10-Apr-65,1965,USA,M,28.0,0,0,Spring
1965.04.04.b,04-Apr-65,1965,PALAU,M,8.0,0,0,Spring
1965.04.04.a,04-Apr-65,1965,USA,M,17.0,0,0,Spring
1965.03.23,23-Mar-65,1965,USA,M,,0,,Winter
1965.03.14,14-Mar-65,1965,USA,M,16.0,0,0,Winter
1965.02.14,14-Feb-65,1965,SOUTH AFRICA,M,25.0,0,0,Winter
1965.02.04,04-Feb-65,1965,USA,M,18.0,0,0,Winter
1965.01.25,25-Jan-65,1965,USA,M,21.0,1,,Winter
1965.01.23,23-Jan-65,1965,SOUTH AFRICA,M,22.0,0,0,Winter
1965.01.16,16-Jan-65,1965,SOUTH AFRICA,M,20.0,0,0,Winter
1965.01.10,10-Jan-65,1965,AUSTRALIA,M,,0,0,Winter
1965.01.09,09-Jan-65,1965,NEW GUINEA,M,30.0,1,0,Winter
1965.00.00.g,Summer 1965,1965,USA,M,13.0,0,0,
1965.00.00.f,1965,1965,USA,M,,0,1,
1965.00.00.e,Early 1965,1965,USA,M,,0,1,
1965.00.00.d,May-Jun-1965,1965,,M,,0,0,Spring
1965.00.00.c,May-Jun-1965,1965,EGYPT,M,,0,0,Spring
1965.00.00.b,1965,1965,VANUATU,M,,1,0,
1965.00.00.a,Ca. 1965,1965,SOUTH AFRICA,,,,,
1964.12.25,25-Dec-64,1964,SOUTH AFRICA,M,19.0,0,0,Autnum
1964.12.10.b,10-Dec-64,1964,PAPUA NEW GUINEA,M,,0,0,Autnum
1964.12.10.a,10-Dec-64,1964,AUSTRALIA,,,0,,Autnum
1964.12.09,09-Dec-64,1964,PAPUA NEW GUINEA,M,28.0,0,0,Autnum
1964.12.06,06-Dec-64,1964,KENYA,M,10.0,1,0,Autnum
1964.11.29,29-Nov-64,1964,AUSTRALIA,M,25.0,0,0,Autnum
1964.11.18,18-Nov-64,1964,AUSTRALIA,M,29.0,1,0,Autnum
1964.11.13,13-Nov-64,1964,AUSTRALIA,M,25.0,0,1,Autnum
1964.11.05,05-Nov-64,1964,USA,,,0,,Autnum
1964.10.31,31-Oct-64,1964,SOUTH AFRICA,M,,0,1,Autnum
1964.10.25,25-Oct-64,1964,USA,,,0,,Autnum
1964.10.04,04-Oct-64,1964,AUSTRALIA,M,19.0,0,0,Autnum
1964.09.27,27-Sep-64,1964,,M,24.0,,,Summer
1964.09.20,20-Sep-64,1964,TAIWAN,M,32.0,1,0,Summer
1964.09.07,07-Sep-64,1964,TAIWAN,M,20.0,0,0,Summer
1964.08.26,26-Aug-64,1964,USA,M,14.0,0,0,Summer
1964.08.23,23-Aug-64,1964,MEXICO,M,19.0,0,0,Summer
1964.08.22,22-Aug-64,1964,USA,M,18.0,0,,Summer
1964.08.21,21-Aug-64,1964,USA,M,,0,0,Summer
1964.08.08,08-Aug-64,1964,USA,M,28.0,0,0,Summer
1964.08.03,03-Aug-64,1964,JAPAN,M,12.0,0,0,Summer
1964.08.00,Aug-64,1964,PANAMA,M,21.0,0,0,Summer
1964.07.27,27-Jul-64,1964,USA,M,22.0,0,1,Summer
1964.07.16,16-Jul-64,1964,SOUTH AFRICA,M,30.0,0,0,Summer
1964.07.15,15-Jul-64,1964,USA,,,0,,Summer
1964.07.08.b,08-Jul-64,1964,SOUTH AFRICA,M,52.0,1,,Summer
1964.07.08.a,08-Jul-64,1964,USA,M,,0,1,Summer
1964.07.00.b,Jul-64,1964,PAPUA NEW GUINEA,M,,1,0,Summer
1964.07.00.a,Jul-64,1964,PAPUA NEW GUINEA,,,0,,Summer
1964.06.29.a,29-Jun-64,1964,BERMUDA,,,1,0,Spring
1964.06.28,28-Jun-64,1964,USA,F,29.0,1,,Spring
1964.06.24,24-Jun-64,1964,USA,,,0,,Spring
1964.06.17,17-Jun-64,1964,PAPUA NEW GUINEA,M,,0,,Spring
1964.06.23,23-Jun-64,1964,FIJI,M,23.0,0,0,Spring
1964.06.02,02-Jun-64,1964,SOUTH AFRICA,M,40.0,1,,Spring
1964.05.30,30-May-64,1964,PANAMA,M,47.0,0,0,Spring
1964.05.08,08-May-64,1964,FIJI,M,35.0,1,0,Spring
1964.05.00,May-64,1964,PANAMA,M,13.0,1,0,Spring
1964.04.07,07-Apr-64,1964,PAPUA NEW GUINEA,M,,1,0,Spring
1964.03.28.b,28-Mar-64,1964,AUSTRALIA,M,19.0,0,0,Winter
1964.03.28.a,28-Mar-64,1964,PAPUA NEW GUINEA,M,32.0,1,0,Winter
1964.03.05,05-Mar-64,1964,USA,M,38.0,0,0,Winter
1964.03.00,Mar-64,1964,SENEGAL,M,,0,0,Winter
1964.02.17.R,Reported 17-Feb-1964,1964,FIJI,,,0,1,Winter
1964.02.14.b,14-Feb-64,1964,NEW CALEDONIA,M,15.0,1,0,Winter
1964.02.14.a,14-Feb-64,1964,FIJI,M,17.0,1,0,Winter
1964.02.11,11-Feb-64,1964,NEW ZEALAND,M,,0,0,Winter
1964.02.10,10-Feb-64,1964,NEW ZEALAND,M,26.0,0,0,Winter
1964.02.08,08-Feb-54,1964,SOUTH AFRICA,M,25.0,0,0,Winter
1964.02.05.b,05-Feb-64,1964,NEW ZEALAND,M,,0,0,Winter
1964.02.05.a,05-Feb-64,1964,NEW ZEALAND,M,19.0,1,0,Winter
1964.02.02,02-Feb-64,1964,AUSTRALIA,M,23.0,1,,Winter
1964.02.01,01-Feb-64,1964,NEW ZEALAND,,,0,,Winter
1964.02.00.b,Feb-64,1964,USA,M,12.0,0,0,Winter
1964.02.00.a,Feb-64,1964,COSTA RICA,M,,1,0,Winter
1964.01.27,27-Jan-64,1964,FIJI,,,1,0,Winter
1964.01.23,23-Jan-64,1964,SOUTH AFRICA,M,39.0,0,0,Winter
1964.01.22,22-Jan-64,1964,SOUTH AFRICA,M,17.0,0,0,Winter
1964.01.21,21-Jan-64,1964,SOUTH AFRICA,,,0,,Winter
1964.01.18,18-Jan-64,1964,AUSTRALIA,M,,0,0,Winter
1964.01.11,11-Jan-64,1964,USA,M,21.0,0,0,Winter
1964.01.06.R,Reported 06-Jan-1964,1964,PAPUA NEW GUINEA,M,,1,0,Winter
1964.01.04,04-Jan-64,1964,FIJI,F,20.0,0,0,Winter
1964.01.01.b,01-Jan-64,1964,AUSTRALIA,,,,0,Winter
1964.01.01.a,01-Jan-64,1964,SOUTH AFRICA,M,,0,0,Winter
1964.01.00,Jan-64,1964,NEW ZEALAND,M,,0,,Winter
1963.12.29,29-Dec-63,1963,SOUTH AFRICA,F,20.0,0,0,Autnum
1963.12.26.b,26-Dec-63,1963,SOUTH AFRICA,M,24.0,0,0,Autnum
1963.12.26.a,26-Dec-63,1963,AUSTRALIA,M,,0,0,Autnum
1963.12.25,25-Dec-63,1963,SOUTH AFRICA,M,18.0,1,0,Autnum
1963.12.22.b,22-Dec-63,1963,,F,,0,,Autnum
1963.12.22.a,22-Dec-63,1963,SOUTH AFRICA,M,13.0,0,1,Autnum
