Date,Year,Type,Area,Location,Activity,Sex,Fatal (Y/N),Species
1963-02-06,1963,Unprovoked,Rodrigues,Unknown,Unknown,M,N,
1963-02-04,1963,Invalid,Florida,Off Key West,Unknown,M,Unknown,Shark
1963-01-30,1963,Unprovoked,Unknown,Unknown,Unknown,M,N,
1963-01-28,1963,Unprovoked,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,F,Y,Sharkbull Shark
1963-01-26,1963,Invalid,New South Wales,Evans Head,Swimming,M,Unknown,Shark
1963-01-22,1963,Boating,Western Cape Province,False Bay,Fishing,Unknown,N,Shark
1963-01-14,1963,Provoked,North Island,"Petone Beach, Wellington",Fishing,Unknown,N,Nurse Shark
1963-01-12,1963,Provoked,Eastern Cape Province,Humewood,Fishing,M,N,Shark
1963-01-11,1963,Unprovoked,KwaZulu-Natal,"Peace Cottage, Umdhloti",Unknown,M,N,Shark
1963-01-06,1963,Unprovoked,KwaZulu-Natal,"Selection Reef, Umdhloti",Spearfishing,M,N,Zambesi Shark
1963-01-04,1963,Provoked,South Australia,Off Franklin Island between Streaky Bay & Ceduna,Unknown,Unknown,N,White Shark
1963-01-01,1963,Boating,Unknown,"Limpopo River, 547 km from the sea",Unknown,Unknown,N,Zambesi Shark
1963-01-01,1963,Unprovoked,Vita Levu,Korolevu (South coast between Nadi & Suva),Unknown,Unknown,Unknown,
1963-01-01,1963,Unprovoked,Unknown,Unknown,Unknown,M,Y,
1962-12-30,1962,Provoked,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,Scuba Diving,M,N,Dusky Shark
1962-12-09,1962,Unprovoked,South Australia,Carrickalinga Head,Spearfishing,M,Y,White Shark
1962-12-01,1962,Boating,Western Cape Province,Swartklip,Fishing,Unknown,N,Shark
1962-11-29,1962,Unprovoked,New South Wales,Sydney,Unknown,M,N,Shark
1962-11-25,1962,Invalid,Queensland,Townsville,Unknown,M,Unknown,Shark
1962-11-11,1962,Unprovoked,California,Farallon Islands,Unknown,M,N,White Shark
1962-11-10,1962,Boating,New South Wales,Off Kisma,Fishing,Unknown,N,
1962-11-01,1962,Sea Disaster,Unknown,Off Bermuda,Unknown,M,N,
1962-10-28,1962,Unprovoked,KwaZulu-Natal,Paradise Reef,Spearfishing,M,N,
1962-10-25,1962,Unprovoked,Veracruz,"Villa del Mar Beach, Veracruz",Wading,M,Y,Shark
1962-10-15,1962,Unprovoked,Manus Island,Sisi(west coast of island),Unknown,M,N,
1962-10-14,1962,Boating,South Australia,Port Phillip Bay,Unknown,M,N,Nurse Shark
1962-10-06,1962,Invalid,California,2 miles off Santa Catalina Island,Unknown,F,Unknown,Shark
1962-10-01,1962,Unprovoked,Pinas Bay,Unknown,Unknown,M,Y,
1962-09-30,1962,Unprovoked,Grand Turk Island,Long Cay,Spearfishing,M,N,Blacktip Shark
1962-09-22,1962,Unprovoked,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,N,
1962-09-13,1962,Unprovoked,Off coast of West Africa,Off the passenger liner Stirling Castle,Unknown,M,Y,
1962-09-02,1962,Unprovoked,Tyrrhenian Sea,"Circeo, Secca del Quadro",Unknown,M,Y,White Shark
1962-08-31,1962,Provoked,Sharon,2 km north of Apollonia,Fishing,M,Unknown,Shark
1962-08-30,1962,Boating,Antalya Province,Ucagiz,Unknown,M,N,
1962-08-30,1962,Provoked,Northern District,Kufulu Point,Fishing,M,N,Colored Shark
1962-08-29,1962,Provoked,California,"Solana Beach, San Diego County",Unknown,M,N,
1962-08-26,1962,Boating,Florida,6 miles north of Palm Beach,Unknown,Unknown,N,
1962-08-23,1962,Boating,Western Cape Province,Robbesteen,Fishing,Unknown,N,Shark
1962-08-19,1962,Unprovoked,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Unknown,M,Y,
1962-08-12,1962,Unprovoked,New Jersey,"Manasquan, Ocean County",Standing,M,N,Shark
1962-08-01,1962,Unprovoked,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",Spearfishing,M,Y,
1962-08-01,1962,Unprovoked,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,M,N,White Shark
1962-08-01,1962,Unprovoked,Cap Vert Peninsula,Unknown,Unknown,M,N,Shark
1962-07-28,1962,Unprovoked,South Carolina,"Off Hilton Head, Beaufort County",Standing,M,N,Shark
1962-07-20,1962,Provoked,Unknown,"Onboard tuna boat, M.V. Toscui Maru",Unknown,M,N,Shark
1962-07-19,1962,Provoked,California,30 miles south of San Clemente Island,Unknown,M,N,Blue Shark
1962-07-10,1962,Unprovoked,Georgia,"St. Simons Island or Jeykll Island, Glynn County",Unknown,M,N,
1962-07-07,1962,Unprovoked,Georgia,"Jekyll Island, Glynn County",Unknown,M,N,
1962-07-03,1962,Invalid,Cyclades,Near Mykonos Island,Unknown,Unknown,Unknown,
1962-06-25,1962,Invalid,Florida,"Fernandina Beach, Nassau County",Unknown,M,Unknown,Shark
1962-06-21,1962,Boating,Western Cape Province,"Millers Point, False Bay",Unknown,Unknown,N,Shark
1962-06-17,1962,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N,Shark
1962-06-11,1962,Unprovoked,California,San Francisco Bay,Unknown,M,N,
1962-06-11,1962,Unprovoked,California,San Francisco Bay,Unknown,M,Y,
1962-06-11,1962,Unprovoked,California,San Francisco Bay,Unknown,M,Y,
1962-06-10,1962,Unprovoked,Madang Province,"Mouth of Suareng River, a mile from Taludig",Unknown,M,Y,Whaler Shark
1962-06-10,1962,Unprovoked,South Carolina,"Hilton Head, Beaufort County",Standing,M,N,
1962-06-07,1962,Boating,Western Australia,Emu Point,Fishing,Unknown,N,
1962-06-04,1962,Provoked,California,"12' tank at Steinhart Aquarium, San Francisco",Unknown,M,N,Shark
1962-06-03,1962,Unprovoked,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Free Diving,M,N,
1962-05-29,1962,Unprovoked,Florida,"Jupiter, Palm Beach County",Unknown,M,N,
1962-05-12,1962,Sea Disaster,California,"8 miles off Newport Beach, Orange County",Unknown,Unknown,Y,
1962-05-01,1962,Boating,Viti Levu,Near Suva,Fishing,Unknown,N,
1962-04-20,1962,Provoked,Queensland,Nobbys Beach,Fishing,Unknown,N,Whaler Shark
1962-04-09,1962,Unprovoked,Gaza,Xai Xai,Swimming,M,N,
1962-04-07,1962,Unprovoked,KwaZulu-Natal,Umhlali,Wading,M,N,Zambesi Shark
1962-04-05,1962,Provoked,Eastern Cape Province,East London,Fishing,Unknown,N,Shark
1962-03-25,1962,Provoked,"Off the Coromandel Peninsula, North Island",Alderman Islands,Unknown,M,N,Shark
1962-03-25,1962,Boating,New South Wales,Norah Head,Unknown,Unknown,N,Whaler Shark
1962-03-24,1962,Unprovoked,Madang,Matukar village,Swimming,M,Y,Whaler Shark
1962-02-23,1962,Unprovoked,Central Province,Fishermans Island near Port Moresby,Unknown,M,N,Shark
1962-02-18,1962,Provoked,Southland,Long Beach,Swimming,M,N,Shark
1962-02-15,1962,Unprovoked,Queensland,Between Smiths Rock & Moreton Island,Unknown,M,N,Shark
1962-02-07,1962,Unprovoked,KwaZulu-Natal,Winkelspruit,Swimming,M,Y,
1962-02-05,1962,Unprovoked,KwaZulu-Natal,Winkelspruit,Treading Water,M,Y,White Shark
1962-02-04,1962,Unprovoked,Queensland,Greenmount Beach,Swimming,M,N,Shark
1962-02-02,1962,Boating,North Island,South of New Plymouth,Fishing,Unknown,Unknown,
1962-02-01,1962,Unprovoked,Guadalcanal Province,"North Coast, Guadalcanal Island",Unknown,M,Y,
1962-01-27,1962,Unprovoked,South Island,Oreti Beach,Unknown,M,N,Shark
1962-01-26,1962,Unprovoked,Gaza,Praia Sepulveda,Unknown,M,Unknown,
1962-01-21,1962,Provoked,New South Wales,Cronulla,Spearfishing,M,N,Whaler Shark
1962-01-18,1962,Invalid,KwaZulu-Natal,Margate,Unknown,M,Unknown,Shark
1962-01-16,1962,Provoked,South Island,"Pigeon Bay, Canterbury",Fishing,Unknown,N,Red Shark
1962-01-15,1962,Unprovoked,North Island,"Slipper Island, Coromandel Peninsula",Spearfishing,M,N,
1962-01-14,1962,Unprovoked,California,Farallon Islands,Unknown,M,N,White Shark
1962-01-14,1962,Provoked,New South Wales,"Long Reef, North Manly",Spearfishing,Unknown,N,Nurse Shark
1962-01-14,1962,Unprovoked,New South Wales,"Lennox Head, Ballina",Surfing,M,N,Whaler Sharkshark
1962-01-11,1962,Boating,South Australia,Marino,Fishing,Unknown,N,Nurse Shark
1962-01-11,1962,Unprovoked,"10ºS, 142ºE",Jukuataia Village,Spearfishing,M,N,White Shark
1962-01-11,1962,Unprovoked,South Island,"Fairdown Beach, 5 miles north of Westport",Unknown,F,N,Shark
1962-01-10,1962,Boating,South Australia,Ceduna,Unknown,Unknown,N,White Shark
1962-01-08,1962,Invalid,New South Wales,Lake Illawarra,Swimming,M,Unknown,Shark
1962-01-07,1962,Provoked,Queensland,Dicky Beach,Unknown,Unknown,N,
1962-01-07,1962,Unprovoked,New South Wales,Sydney,Surfing,Unknown,N,
1962-01-06,1962,Boating,Western Cape Province,6 km off Groot Brak River,Fishing,Unknown,N,
1962-01-02,1962,Provoked,New South Wales,"Seaspray, near Sale",Fishing,Unknown,N,Shark
1962-01-01,1962,Unprovoked,Kwajalein Atoll,Roi-namur Island,Unknown,M,N,Shark
1962-01-01,1962,Unprovoked,Catalonia,Aigua Blava,Unknown,F,N,
1962-01-01,1962,Unprovoked,East Flores,Waewerang,Unknown,Unknown,Y,
1962-01-01,1962,Unprovoked,South Australia,Dangerous Reef,Diving,M,N,
1961-12-28,1961,Unprovoked,Queensland,"Lambert's Beach, Mackay",Standing,F,Y,Shark
1961-12-28,1961,Unprovoked,Queensland,"Lamberts Beach, Mackay",Standing,M,N,Shark
1961-12-28,1961,Unprovoked,KwaZulu-Natal,Umhlanga Rocks,Treading Water,M,N,Zambesi Shark
1961-12-27,1961,Provoked,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",Spearfishing,M,N,Nurse Shark
1961-12-19,1961,Boating,South Australia,Cowell,Unknown,Unknown,N,Shark
1961-12-18,1961,Unprovoked,Gaza,Praia Sepulveda,Bathing,M,N,
1961-12-18,1961,Unprovoked,Queensland,Noosa Heads,Unknown,M,Y,Shark
1961-12-13,1961,Unprovoked,Torres Strait,"Horn Island, near Thursday Island",Unknown,M,N,Shark
1961-11-14,1961,Invalid,Guerrrero,Northwest of Acapulco,Unknown,Unknown,Unknown,Shark
1961-10-27,1961,Unprovoked,Western Luzon Island,Manila Bay,Unknown,M,N,
1961-10-09,1961,Invalid,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,Unknown,Shark
1961-10-01,1961,Boating,Shefa Province,Lelepa Island,Unknown,M,N,Two Shark
1961-10-01,1961,Unprovoked,Florida,"Boca Raton, Palm Beach County",Unknown,M,Y,
1961-09-26,1961,Provoked,Florida,"Florida Keys, Monroe County",Unknown,M,N,
1961-09-24,1961,Unprovoked,Primorje-Gorski Kotar County,"Opatija, northwestern coast of Rijeka Bay",Swimming,M,Y,White Shark
1961-09-24,1961,Provoked,Unknown,Near entrance to Dar-es-Salaam Harbour,Fishing,M,N,
1961-09-23,1961,Unprovoked,165miles from Bermuda,Unknown,Unknown,M,N,
1961-09-07,1961,Unprovoked,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,Unknown,M,N,Shark
1961-09-06,1961,Provoked,Venice Province,Chioggia,Fishing,M,N,Shark
1961-09-06,1961,Invalid,Western Australia,Broome,Unknown,Unknown,Unknown,Shark
1961-08-20,1961,Unprovoked,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",Swimming,M,N,White Shark
1961-08-16,1961,Unprovoked,South Carolina,"Pawleys Island, Georgetown County",Wading,M,N,White Shark
1961-08-04,1961,Unprovoked,Unknown,6 miles from shore,Spearfishing,M,N,Blacktip Shark
1961-08-02,1961,Unprovoked,Hawaii,"Pearl Harbor Channel, O'ahu",Unknown,M,N,Shark
1961-08-01,1961,Provoked,Sandaun Province,Vanimoon Musu side of Wutong anchorage,Unknown,M,N,
1961-07-29,1961,Provoked,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Spearfishing,M,N,Shark
1961-07-16,1971,Unprovoked,Anatolia,"?nciralti Beach, ?zmir",Swimming,M,N,
1961-07-07,1961,Provoked,Queensland,Cape Moreton,Unknown,Unknown,N,White Shark
1961-07-01,1961,Unprovoked,Adriatic Sea,Riccione,Spearfishing,M,N,White Shark
1961-07-01,1961,Provoked,Unknown,"Jarque, just south of Pi?as Bay",Unknown,M,Y,
1961-06-24,1961,Unprovoked,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",Unknown,M,Y,
1961-06-18,1961,Unprovoked,Florida,"Jensen Beach, Martin County",Standing,M,N,
1961-06-06,1961,Boating,Florida,"Ponte Vedra Beach, St. Johns County",Unknown,M,N,Hammerhead Shark
1961-06-02,1961,Unprovoked,East New Britain Province,Rabaul,Spearfishing,M,N,
1961-06-01,1961,Provoked,"Admiralty Islands, Manus Province","Rossun, Manus",Unknown,M,N,Shark
1961-05-21,1961,Unprovoked,California,"Tomales Point, Marin County",Unknown,M,N,White Shark
1961-05-17,1961,Unprovoked,East New Britain Province,Kokopo,Unknown,M,N,
1961-05-15,1961,Unprovoked,Florida,"Laguna Beach, Bay County",Unknown,M,N,Hammerhead Shark
1961-05-07,1961,Provoked,Western Australia,"Quinns Rocks, south of Yanchep",Spearfishing,M,N,
1961-04-30,1961,Invalid,Florida,Palm Beach County,Unknown,M,Unknown,Shark
1961-04-25,1961,Provoked,New South Wales,"Trial Bay, north of Kempsey",Spearfishing,M,N,Wobbegong Shark
1961-04-21,1961,Unprovoked,Gaza,"Sepulveda Beach, Xai Xai",Swimming,M,N,Zambesi Shark
1961-04-17,1961,Provoked,Eastern Cape Province,Port Elizabeth Oceanarium,Diving,M,N,Captive Sharkshark
1961-04-16,1961,Unprovoked,Florida,"Fowey Rock Light, Miami",Spearfishing,M,N,Tiger Shark
1961-04-16,1961,Provoked,New South Wales,Otford,Spearfishing,M,N,Wobbegong Shark
1961-04-14,1961,Unprovoked,New South Wales,10 miles off Nambucca Headsonboard trawler,Unknown,M,N,Shark
1961-04-09,1961,Unprovoked,Gaza,Xai Xai,Unknown,M,Y,Zambesi Shark
1961-04-08,1961,Sea Disaster,United Arab Emirates,Dubai,Unknown,Unknown,Y,
1961-04-03,1961,Unprovoked,Victoria,Flinders Island,Spearfishing,M,N,Nurse Shark
1961-04-01,1961,Provoked,Western Australia,Rottnest Island,Spearfishing,M,N,Wobbegong Shark
1961-03-30,1961,Unprovoked,South Australia,Glenelg Breakwater,Spearfishing,M,N,Whaler Shark
1961-03-18,1961,Unprovoked,Victoria,Lady Beach at Warrnambool,Swimming,M,N,Shark
1961-03-14,1961,Provoked,Western Australia,Shark Bay,Unknown,F,N,
1961-03-12,1961,Unprovoked,South Australia,Aldinga Beach,Spearfishing,M,N,White Shark
1961-03-09,1961,Unprovoked,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Free Diving,M,N,Reef Sharkreef Shark
1961-03-07,1961,Provoked,KwaZulu-Natal,St. Lucia,Fishing,M,N,Zambesi Shark
1961-03-01,1961,Unprovoked,"19S, 178?E","Wotua Beach, 70 miles from Suva",Unknown,M,N,
1961-02-17,1961,Provoked,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",Unknown,M,N,
1961-02-17,1961,Unprovoked,Victoria,Mount Martha Beach,Standing,F,N,Banjo Shark
1961-02-16,1961,Unprovoked,Unknown,Unknown,Unknown,M,Y,
1961-02-12,1961,Unprovoked,Western Cape Province,Sea Point,Unknown,M,N,Shark
1961-02-01,1961,Unprovoked,Eastern Cape Province,Nahoon,Swimming,M,Y,Shark
1961-02-01,1961,Unprovoked,Western Australia,Carnac Island,Unknown,M,N,Nurse Shark
1961-02-01,1961,Invalid,California,"Topanga Canyon Beach, Santa Monica Bay",Unknown,M,Unknown,
1961-01-25,1961,Boating,Western Cape Province,Frikkies Bay,Unknown,Unknown,N,Shark
1961-01-22,1961,Unprovoked,KwaZulu-Natal,Amanzimtoti,Swimming,M,N,White Shark
1961-01-15,1961,Provoked,New South Wales,Cook Island,Unknown,M,N,Wobbegong Shark
1961-01-06,1961,Unprovoked,KwaZulu-Natal,Winkelspruit,Standing,M,N,White Shark
1961-01-06,1961,Sea Disaster,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",Unknown,Unknown,Y,
1961-01-06,1961,Provoked,Northern Territory,"Stokes Hill Wharf, Darwin",Fishing,M,N,Hammerhead Shark
1961-01-05,1961,Unprovoked,Limpopo River,190 km to 240 km from the sea,Swimming,M,N,Zambesi Shark
1961-01-03,1961,Unprovoked,Western Cape Province,Strandfontein,Standing,M,N,
1961-01-03,1961,Invalid,KwaZulu-Natal,Palm Beach,Unknown,Unknown,Unknown,Shark
1961-01-02,1961,Boating,Tasmania,Off Tasman Island,Unknown,Unknown,N,
1961-01-01,1961,Boating,New South Wales,South coast,Unknown,Unknown,N,
1961-01-01,1961,Unprovoked,Roncador Bank,"Roncador Bank, 135 nm north of San Andres",Unknown,M,N,Shark
1961-01-01,1961,Unprovoked,Unknown,Unknown,Spearfishing,Unknown,N,
1961-01-01,1961,Unprovoked,Cap Vert Peninsula,Thiaroye Guedi,Unknown,M,Y,Shark
1961-01-01,1961,Sea Disaster,Hawaii,Maui,Unknown,Unknown,Y,
1960-12-27,1960,Unprovoked,Hawaii,"Maile Point, O'ahu",Unknown,M,Y,
1960-12-27,1960,Unprovoked,New South Wales,"Bondi Beach, Sydney",Unknown,F,N,Shark
1960-12-24,1960,Unprovoked,KwaZulu-Natal,Margate,Swimming,M,Y,White Sharkwhite Shark
1960-12-20,1960,Unprovoked,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River",Unknown,M,N,Nurse Shark
1960-12-01,1960,Unprovoked,Queensland,"Colledge's Crossing, Brisbane River",Fishing,M,N,Bull Shark
1960-11-27,1960,Unprovoked,Queensland,"Blacks Beach, 9 miles north of Mackay",Swimming,M,N,Shark
1960-11-22,1960,Invalid,Florida,"Hutchinson Island Beach, Martin County",Unknown,F,Unknown,Shark
1960-11-11,1960,Provoked,Queensland,"Scotts Point, Redcliffe Peninsula",Unknown,M,N,
1960-11-06,1960,Unprovoked,Western Australia,Hamelin Bay,Unknown,M,N,Wobbegong Shark
1960-11-01,1960,Boating,Western Cape Province,"5 km from Gordons Bay, False Bay",Unknown,Unknown,N,White Shark
1960-11-01,1960,Provoked,Western District,Toro Passage,Unknown,M,N,Blacktip Shark
1960-11-01,1960,Unprovoked,Central Province,Abau Subdistrict,Fishing,M,Y,
1960-10-25,1960,Sea Disaster,California,"Off Point Mugu, Ventura County",Unknown,M,N,
1960-10-24,1960,Boating,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Unknown,Unknown,N,White Shark
1960-10-02,1960,Invalid,New South Wales,North Head,Fishing,M,Unknown,Shark
1960-10-01,1960,Unprovoked,New Britain,"East Nakanai, Talasea",Unknown,M,N,
1960-10-01,1960,Sea Disaster,Enroute from Suez to Aden (Yemen),Unknown,Unknown,M,Y,
1960-10-01,1960,Invalid,Florida,Haulover Inlet,Diving,M,Unknown,
1960-10-01,1960,Boating,Western Cape Province,False Bay,Fishing,Unknown,N,White Shark
1960-10-01,1960,Invalid,Unknown,Unknown,Unknown,M,Unknown,
1960-09-24,1960,Provoked,South Carolina,"Atlantic Beach, Horry County",Unknown,M,N,Shark
1960-09-22,1960,Sea Disaster,180 miles southeast of Okinawa,Unknown,Unknown,M,N,
1960-09-18,1960,Boating,Western Australia,Frenchman Bay,Unknown,Unknown,N,Shark
1960-09-02,1960,Invalid,Eniwetok Atoll,Lagoon along Sand Island,Unknown,M,Unknown,
1960-09-01,1960,Invalid,Eniwetok Atoll,Parry Island,Unknown,M,Unknown,
1960-08-30,1960,Unprovoked,New Jersey,"Ocean City, Cape May County",Unknown,M,N,
1960-08-29,1960,Sea Disaster,Cap-Vert Peninsula,off Dakar,Unknown,Unknown,Y,
1960-08-25,1960,Invalid,Texas,30 miles east of Corpus Christi,Unknown,M,Unknown,Shark
1960-08-24,1960,Unprovoked,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",Free Diving,M,N,
1960-08-22,1960,Unprovoked,Milne Bay Province,Unknown,Unknown,M,N,
1960-08-22,1960,Unprovoked,New Jersey,"Seaside Park, Ocean County",Unknown,M,N,
1960-08-21,1960,Unprovoked,New Jersey,"Sea Girt, Monmouth County",Unknown,M,N,
1960-08-14,1960,Invalid,Delagoa Bay,Bella Vista,Unknown,Unknown,Unknown,Shark
1960-08-10,1960,Provoked,Florida,Key Largo Sound,Unknown,M,N,Lemon Shark
1960-08-04,1960,Provoked,In the English Channel,Off the south Devon coast,Unknown,M,N,Hooked Shark
1960-08-04,1960,Unprovoked,Delaware,"Mispillion Light, Delaware Bay",Unknown,M,N,Shark
1960-08-01,1960,Unprovoked,South Carolina,Parris Island,Unknown,M,Y,
1960-07-27,1960,Unprovoked,Milne Bay Province,"Taupota, Samarai",Spearfishing,M,N,
1960-07-05,1960,Unprovoked,Mississippi,Mississippi City,Unknown,M,N,
1960-07-03,1960,Provoked,Virginia,Hog Island,Unknown,M,N,Sand Shark
1960-07-02,1960,Unprovoked,Madang,"Bimat, Bogia",Fishing,M,N,
1960-06-29,1960,Provoked,South Carolina,"Little River Beach, Horry County",Unknown,M,N,Shark
1960-06-27,1960,Provoked,Cook Strait,Tory Channel,Unknown,Unknown,N,White Shark
1960-06-27,1960,Provoked,"Unknown, treated at Wick, SCOTLAND","On boardEast German fishing trawler, I Mai",Fishing,M,N,Small Shark
1960-06-24,1960,Unprovoked,Florida,"2 miles east of Dania Beach, Broward County",Scuba Diving,M,N,Mako Shark
1960-06-07,1960,Invalid,California,"10 miles off Santa Barbara, Santa Barbara County",Unknown,M,Unknown,Shark
1960-06-05,1960,Unprovoked,Corregidor Island,Unknown,Unknown,M,Y,
1960-06-04,1960,Unprovoked,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,M,N,
1960-05-29,1960,Unprovoked,San Blas Islands,Off Diable Island,Unknown,M,N,
1960-05-24,1960,Unprovoked,Paget,Elbow Beach /Coral Beach,Unknown,M,N,Dusky Sharkdusky Shark
1960-05-19,1960,Unprovoked,California,"Aptos, Santa Cruz County",Swimming,F,N,White Shark
1960-05-16,1960,Provoked,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",Unknown,Unknown,N,Lemon Sharklemon Shark
1960-05-01,1960,Unprovoked,Madang,Taludig,Unknown,Unknown,Y,
1960-04-30,1960,Unprovoked,KwaZulu-Natal,Amanzimtoti,Treading Water,M,N,White Shark
1960-04-24,1960,Unprovoked,California,"Tomales Point, Marin County",Unknown,M,N,White Shark
1960-04-22,1960,Provoked,Western Australia,Rottnest Island,Unknown,M,N,Whaler Shark
1960-04-20,1960,Provoked,Eastern Cape Province,Port Alfred,Fishing,M,N,Raggedtooth Shark
1960-04-14,1960,Invalid,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Unknown,M,Unknown,
1960-04-12,1960,Unprovoked,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,M,N,White Shark
1960-04-10,1960,Provoked,Western Australia,Off Rottnest Island,Unknown,M,N,Sandtiger Shark
1960-04-03,1960,Unprovoked,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,M,N,Shark
1960-04-03,1960,Unprovoked,New South Wales,Off Broughton Island near Port Stephens,Unknown,M,N,Whaler Shark
1960-04-01,1960,Provoked,South Australia,Hog Bay,Unknown,Unknown,N,White Shark
1960-04-01,1960,Unprovoked,Vanua Levu,Off the Bua coast,Unknown,F,Y,
1960-04-01,1960,Provoked,Luzon Island,Bataan,Unknown,M,Y,
1960-04-01,1960,Boating,Western Cape Province,Saldanha Bay,Fishing,Unknown,N,White Shark
1960-03-31,1960,Unprovoked,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Treading Water,M,N,Possiblylarger Shark
1960-03-28,1960,Unprovoked,Unknown,Unknown,Unknown,M,N,Shark
1960-02-29,1960,Unprovoked,Tasmania,Ralph Bay,Unknown,M,N,Shark
1960-02-27,1960,Unprovoked,North Island,"Mangawhai, near Wellsford",Spearfishing,M,N,Whaler Shark
